contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__3.pdf,Contract__3,"What are the Contract Documents Definition & Incorporation Definitions, Terms, & Conditions?",long_text,"Contract Documents:
- Agreement
- General Conditions of the Contract
- Supplemental and other Conditions
- Amendments
- Drawings
- Specifications
- Addenda issued prior to execution of Agreement
- other documents listed in Agreement
- Modifications/Change Orders issued after execution of Agreement (written amendment signed by both parties, Change Order, Construction Change Directive, Written order for a minor change in teh Work issued by Owner, ASI signed by both Owner and Architect",,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__3.pdf,Contract__3,What is the IMC Design Document Review obligations Article #?,identifier,Agreement 13.2,7,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '7' does not match the gold answer 'Agreement 13.2'.,,,,,,,mismatch,Article 7,['c00057']
Contract__3.pdf,Contract__3,What are the Terms & Conditions / IMC's obligations for Design Document Review?,long_text,"Within 60 days of receipt of completed construction drawings and specs, Contractor perform review and notify in writing scope changes that could not have been reasonably discernable at time of Contract Sum/Time were agreed","The Contractor is obligated to carefully study and compare the various Drawings and other Contract Documents before starting the Work and each portion of the Work. The Contractor must take field measurements of any existing conditions related to that portion of the Work and observe any conditions at the site affecting it. Any errors, inconsistencies, omissions, or problems with construction feasibility discovered must be immediately reported to the Owner and the Architect in writing. The Contractor must review for compliance with the Contract Documents, approve, and submit to the Architect Shop Drawings, Product Data, Samples, and similar submittals required by the Contract Documents with reasonable promptness and in such sequence as to cause no delay in the Work or in the activities of the Owner or of separate contractors. The Contractor represents that all dimensions, quantities, field dimensions, relations to existing structures and work, coordination with work to be installed later, coordination with information on previously accepted Shop Drawings, Product Data, or Samples, and verification of compliance with all the requirements of the Contract Documents have been determined and verified. The Contractor shall perform no portion of the Work for which the Contract Documents require submittal and review of Shop Drawings, Product Data, Samples, or similar submittals until the respective submittal has been approved by the Architect.",descriptive_metrics,0.2,,0.8,weak,"The predicted answer provides general obligations of the Contractor related to reviewing documents and site conditions, but it does not specifically address the 60-day review period or the requirement to notify in writing about scope changes that could not have been reasonably discernable at the time the Contract Sum/Time were agreed.",,,,0.2,0.2,0.2,mismatch,"The Contractor must study and compare Drawings and Contract Documents, take field measurements, observe site conditions, and report any issues to the Owner and Architect. The Contractor must review, approve, and submit Shop Drawings, Product Data, Samples, and similar submittals for compliance with the Contract Documents and ensure no delay in the Work.","['c00057', 'c00077', 'c00089']"
Contract__3.pdf,Contract__3,"What is the Submittal Alternates, Substitutions, & Contract Document Deviations Article #?",identifier,"3.4.2, 3.5.5, 3.5.7",3.5.4,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer '3.5.4' does not match any of the identifiers in the gold answer '3.4.2, 3.5.5, 3.5.7'.",,,,,,,mismatch,§ 3.5.4,['c00065']
Contract__3.pdf,Contract__3,"What are the Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions?",long_text,"3.4.2-  need express written consent by owner after evaluation by Architect
3.5.5- quality of result at least equal with supporting evidence, approved substitution that requires deviations to related work Contract is responsible to present detailing and costs associated with performing deviation work, approval of substitution does not relieve Contractor from liability for failure to comply with Contract Documents
3.5.7 - Costs as a result of unapproved substitutions are borne by Contractor","The Contractor must inform the Architect and the Owner in writing of any proposed deviations from the detailed requirements of the Contract Documents at the time the material is submitted for approval. The Contractor must request written approval for such deviations. When requesting approval for deviations or substitutions, the Contractor must provide evidence that the proposed change will deliver a quality of result at least equal to the original specifications. If the Architect or Owner finds the evidence insufficient, they may reject the substitution or deviation. If a deviation or substitution is approved, the Contractor is responsible for any additional work and materials required as a result, at no cost to the Owner and without delaying the project. Approval of a substitution does not relieve the Contractor from liability for non-compliance with the Contract Documents. The Architect has a responsibility to review and incorporate Architect/Owner-requested substitutions into the design. The Contractor is also required to maintain a record copy of all relevant documents and submittals at the site, which must be available to the Architect and Owner during the project and delivered to the Architect upon completion of the work.",descriptive_metrics,0.7,,0.8,partial,The predicted answer captures the essence of the gold answer but includes additional details and lacks some specific clause references. It does not contradict the gold answer.,,,,0.7,0.7,0.7,mismatch,"The Contractor must inform the Architect and the Owner in writing of any proposed deviations from the detailed requirements of the Contract Documents at the time the material is submitted for approval. The Contractor must request written approval for such deviations. When requesting approval for deviations or substitutions, the Contractor must provide evidence that the proposed change will deliver a quality of result at least equal to the original specifications. If the Architect or Owner finds the evidence insufficient, they may reject the substitution or deviation. If a deviation or substitution is approved, the Contractor is responsible for any additional work and materials required as a result, at no cost to the Owner and without delaying the project. Approval of a substitution does not relieve the Contractor from liability for non-compliance with the Contract Documents. The Architect has a responsibility to review and incorporate Architect/Owner-requested substitutions into the design. The Contractor is also required to maintain a record copy of all relevant documents and submittals at the site, which must be available to the Architect and Owner during the project and delivered to the Architect upon completion of the work.","['c00065', 'c00075']"
Contract__3.pdf,Contract__3,What is the Subcontractor Bid Requirements Article #?,identifier,"Agreement 8.1, 8.2; General Conditions 5.2",5.2,categorical_accuracy,0.5,False,0.0,partial,"The predicted answer '5.2' is part of the correct answer but is incomplete. The full answer includes 'Agreement 8.1, 8.2; General Conditions 5.2'.",,,,,,,mismatch,5.2,"['c00101', 'c00019']"
Contract__3.pdf,Contract__3,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,long_text,Within 120 days after award of Contract provide entities proposed for each principal portion of the Work.  Owner/Architect to reply promptly in writing any objections.  Contractor may not contract with proposed entity that Owner/Architect have reasonable/timely objection,"If a specific bidder among those whose bids are delivered by the Contractor to the Architect (1) is recommended to the Owner by the Contractor; (2) is qualified to perform that portion of the Work; and (3) has submitted a bid that conforms to the requirements of the Contract Documents without reservations or exceptions, but the Owner requires that another bid be accepted, then the Contractor may require that a Change Order be issued to adjust the Guaranteed Maximum Price by the difference between the bid of the person or entity recommended to the Owner by the Contractor and the amount of the subcontract or other agreement actually signed with the person or entity designated by the Owner. Subcontracts or other agreements shall conform to the applicable payment provisions of this Agreement and the Contract Documents generally, and shall not be awarded on the basis of cost plus a fee without the prior written consent of the Owner. The Contractor shall provide the Owner with copies of all subcontracts within thirty (30) days of execution thereof.",descriptive_metrics,0.3,,0.6,weak,"The predicted answer discusses the process and conditions under which subcontractor bids are handled, but it does not capture the specific terms and conditions related to the timeline and objections by the Owner/Architect as mentioned in the gold answer. There is some overlap in the general topic, but key details are missing or different.",,,,0.3,0.3,0.3,mismatch,"Subcontractor bids must be recommended by the Contractor, qualified, and conform to the Contract Documents. If the Owner requires another bid, a Change Order may adjust the Guaranteed Maximum Price. Subcontracts must conform to payment provisions and not be cost plus a fee without Owner's consent. Copies of all subcontracts must be provided to the Owner within 30 days of execution.",['c00019']
Contract__3.pdf,Contract__3,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,True,categorical_accuracy,0.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,The Contractor shall not contract with a proposed person or entity to whom the Owner or Architect has made reasonable and timely objection.,"['c00101', 'c00103']"
Contract__3.pdf,Contract__3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the GMP Shared Savings Article #?,identifier,Agreement 4.3,F(b),categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'F(b)' does not match the gold answer 'Agreement 4.3' and does not convey the same meaning.,,,,,,,mismatch,F(b),"['c00179', 'c00217']"
Contract__3.pdf,Contract__3,What are the GMP Shared Savings Terms & Conditions?,long_text,"Sliding scale first $100,000 30% to Contractor reducing 5% each $100,000 thereafter up to $500,000 and Contractor's share capped at $100,000","1. VM Target Costs include all markup and insurances; VM item savings does not impact IMC Fee total. 2. VM Target Costs do not consider Owner’s cost for re-design. 3. Items listed as Accepted are confirmed by Owner and Design team. 4. Exhibit f(b) includes estimated target values. If target savings are not achieved, the owner will execute an add/deduct change order to IMC for the change from the target number. 5. Target savings values assume that clarification and reconciliation of all line items and final costs are complete and approved within 90 days of GMP Agreement execution. 6. The additional VM scope information dated 05/27/23 incorporated within this Exhibit ‘F(b)’ breakdown is for reference only to establish a baseline understanding of intended VM scope target values. Current design documentation shall be utilized for final VM savings.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not address the GMP Shared Savings Terms & Conditions and instead provides unrelated information about VM Target Costs and other conditions.,,,,0.0,0.0,0.0,mismatch,"VM Target Costs include all markup and insurances; VM item savings does not impact IMC Fee total. VM Target Costs do not consider Owner’s cost for re-design. Items listed as Accepted are confirmed by Owner and Design team. Exhibit f(b) includes estimated target values. If target savings are not achieved, the owner will execute an add/deduct change order to IMC for the change from the target number. Target savings values assume that clarification and reconciliation of all line items and final costs are complete and approved within 90 days of GMP Agreement execution. The additional VM scope information dated 05/27/23 incorporated within this Exhibit ‘F(b)’ breakdown is for reference only to establish a baseline understanding of intended VM scope target values. Current design documentation shall be utilized for final VM savings.","['c00179', 'c00036']"
Contract__3.pdf,Contract__3,Do GMP Buyout Savings need to be Reported to Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer indicates that GMP Buyout Savings do not need to be reported to the owner, while the predicted answer incorrectly states that they do.",,,,,,,mismatch,"If target savings are not achieved, the owner will execute an add/deduct change order to IMC for the change from the target number.","['c00179', 'c00180']"
Contract__3.pdf,Contract__3,Must the GMP Buyout Savings be Shown on Monthly Schedule of Values?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, the GMP Buyout Savings must be shown on the Monthly Schedule of Values.","['c00025', 'c00179']"
Contract__3.pdf,Contract__3,Must Use of Buyout Savings for Trade Costs be Approved by Owner?,boolean,No,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer clearly states 'No'.",,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,"What is the General Conditions Rate Sheet Appendix / Exhibit (A,B,C,D, Etc.)?",identifier,Exhibit E,H,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'H' does not match the gold answer 'Exhibit E'.,,,,,,,mismatch,GENERAL CONDITIONS BREAKDOWN – EXHIBIT H,"['c00179', 'c00038']"
Contract__3.pdf,Contract__3,What is the Cost of the Work Article #?,identifier,Agreement - Article 5,7.3,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '7.3' does not match the gold answer 'Agreement - Article 5'.,,,,,,,mismatch,7.3,"['c00111', 'c00107']"
Contract__3.pdf,Contract__3,What is the definition for the Cost of the Work?,text,"- General Conditions
- Labor Costs
- Subcontract Costs
- Materials and Equipment
- Temp facilities
- Rental Charges
- removal of debris
- document reproductions
- expenses
- offsite stored materials if approved in advance by owner in writing
- insurance/bond premiums
- sales/use tax
- permit fees, licenses, inspections
- testing
- legal fees
- other costs associated with performance of work and to the extent approved by owner in writing","The term 'Cost of the Work' refers to expenses directly incurred by the Contractor in the performance of the Work, including costs of labor, materials, supplies, equipment, transportation, rental costs of machinery and equipment, premiums for bonds and insurance, permit fees, sales, use or similar taxes, and additional costs of supervision and field office personnel directly attributable to the change.",descriptive_metrics,0.75,,0.9,partial,"The predicted answer captures many of the key elements of the gold answer but misses some specific details such as 'General Conditions', 'Temp facilities', 'removal of debris', 'document reproductions', 'expenses', 'offsite stored materials if approved in advance by owner in writing', 'testing', 'legal fees', and 'other costs associated with performance of work and to the extent approved by owner in writing'.",,,,0.8,0.75,0.75,mismatch,The term 'Cost of the Work' refers to expenses directly incurred by the Contractor in the performance of the Work.,"['c00111', 'c00110']"
Contract__3.pdf,Contract__3,What is the Contingency Usage Article #?,identifier,Agreement 4.3.1,J-12,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'J-12' does not match the gold answer 'Agreement 4.3.1' and they do not have the same meaning or value.,,,,,,,mismatch,J-12,['c00325']
Contract__3.pdf,Contract__3,What are the Contingency Usage Terms and Conditions?,long_text,"- cover costs reimbursable as a cost of the work
- not reasonably anticipated at time of Agreement
- refinement of drawing details
- corrective work not due to fault/negligence
- nonperformance by sub
- unanticipated costs
- unintended gaps/omissions
- cannot be used for items due to negligence, fee, cost of work recovered from subcontractor/bond/insurance, cost of work that could have been reasonably avoided, item that does not constitute cost of work","If, after consultation between the Owner and the Contractor, the Owner requests that the General Contractor default a Subcontractor and the Contractor refuses to default such Subcontractor, the Contractor shall, at its sole cost and expense and without the use of the Contingency, be responsible for all costs, damages and delays arising from such Subcontractor’s default or failure to perform. If after consultation between the Owner and Contractor, the Owner requests that the Contractor default a Subcontractor and the Contractor elects not to default such Subcontractor for default of performance, the Contingency may only be used if the Contractor demonstrates to Owner, in Owner’s reasonable discretion, that continued performance by the Subcontractor is in the best interests of the Project, including prosecution of the Work in accordance with the Project Schedule, relative to utilizing a replacement subcontractor and/or defaulting the subcontractor and allowing them to remain on the job while the claim is pending with the SDI carrier(s), and Owner agrees to same in writing.",descriptive_metrics,0.2,,0.8,weak,"The predicted answer partially addresses the conditions under which the contingency can be used, but it is specific to the scenario of subcontractor default and does not cover the broader terms and conditions listed in the gold answer.",,,,0.2,0.2,0.2,mismatch,Contingency may only be used if the Contractor demonstrates to Owner that continued performance by the Subcontractor is in the best interests of the Project and Owner agrees in writing.,['c00325']
Contract__3.pdf,Contract__3,What are the Contingency Usage Owner Notification Requirements?,text,"- Use authorization form required for proposed uses above $35,000 and any General Conditions costs
- Monthly report of Contingency use required",Contractor is required to notify the Owner Parties of any claim or claims that erode the available aggregate limit by fifty percent (50%) or more.,descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not address the contingency usage owner notification requirements and instead discusses a different notification requirement related to claims eroding the aggregate limit.,,,,0.0,0.0,0.0,mismatch,Contractor is required to notify the Owner Parties of any claim or claims that erode the available aggregate limit by fifty percent (50%) or more.,"['c00307', 'c00309']"
Contract__3.pdf,Contract__3,What is the General Conditions Type?,enum,Other,Guaranteed Maximum Price Construction Contract,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Guaranteed Maximum Price Construction Contract' does not match the gold answer 'Other'.,,,,,,,mismatch,Guaranteed Maximum Price Construction Contract,"['c00038', 'c00043']"
Contract__3.pdf,Contract__3,What are the General Conditions Billing Backup Requirements?,text,"- payroll for the period covered by pay application
- invoices to substantiate pay requests","With each Application for Payment, the Contractor shall submit payrolls, petty cash accounts, receipted invoices or invoices with check vouchers attached, as required herein, and any other evidence required by the Owner or Architect or Owner’s lender to demonstrate that cash disbursements already made by the Contractor on account of the Cost of the Work equal or exceed (1) progress payments already received by the Contractor; less (2) that portion of those payments attributable to the Contractor's Fee; plus (3) payrolls for the period covered by the present Application for Payment as required herein.",descriptive_metrics,0.75,,0.9,partial,The predicted answer captures the essence of the gold answer but includes additional details. It covers the important points about payroll and invoices but adds more context about the requirements.,,,,0.7,0.75,0.75,mismatch,"Contractor must submit payrolls, petty cash accounts, receipted invoices or invoices with check vouchers attached, and any other evidence required by the Owner or Architect or Owner’s lender.","['c00023', 'c00019']"
Contract__3.pdf,Contract__3,What is the definition of General Conditions for this project? (01 v 50 Code Split),enum,Agreement - Article 5,General Conditions of the Guaranteed Maximum Price Construction Contract Between the Owner and the General Contractor,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer does not match the expected enum value 'Agreement - Article 5'.,,,,,,,mismatch,The term “General Conditions” shall mean the General Conditions of the Guaranteed Maximum Price Construction Contract Between the Owner and the General Contractor.,"['c00043', 'c00038']"
Contract__3.pdf,Contract__3,What is the Change Markup - Subcontractor %?,percentage,15,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - Tiered Subcontractor %?,percentage,15,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - IMC Fee %?,percentage,2.75,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - CCIP %?,percentage,2.5,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - CM Insurance %?,percentage,1,0.9,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer of 0.9% is not the same as the gold answer of 1%.,,,,,,,mismatch,0.9%,"['c00301', 'c00179']"
Contract__3.pdf,Contract__3,What is the Change Markup - P & P Bond %?,percentage,1,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Adverse Weather Days Article #?,identifier,General Conditions 4.3.7.2,4.3.7.2,categorical_accuracy,0.5,False,0.0,partial,"The predicted answer is missing the 'General Conditions' part, which is a meaningful part of the identifier.",,,,,,,mismatch,§ 4.3.7.2,['c00097']
Contract__3.pdf,Contract__3,What are the Adverse Weather Days Terms & Conditions?,long_text,Abnormal conditions as compared to NOAA 10-yr average affecting critical path work,"If adverse weather conditions are the basis for a Claim for additional time, such Claim shall be documented by data substantiating the weather conditions were abnormal for the period of time as compared with the ten-year average for the local geographical area where the Project is situated, could not have been reasonably anticipated and had an adverse effect on the critical path schedule. The Contractor assumes the risks of the normal weather patterns of the local area in which the Project is located. No claim for a time extension shall be allowed on account of a failure of the Architect to furnish interpretations, instructions or drawings or to return Shop Drawings or samples until ten (10) workdays after receipt by the Architect of a written request for such instructions, drawings, or samples and only if such delay impacts the Project’s critical path and Contractor has complied with the notice and proof provisions set forth in Article 4. Contractor shall not be allowed an extension of time unless Contractor has established to the Owner’s satisfaction that the delay claimed by the Contractor is to a portion of the Work on the critical path of the Contract Schedule, and the Project is currently behind the current Contract Schedule.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer captures the essence of abnormal weather conditions affecting the critical path work and the need for documentation, but it includes additional details not present in the gold answer.",,,,0.5,0.5,0.5,mismatch,"Adverse weather conditions must be abnormal compared to the ten-year average, could not have been anticipated, and must affect the critical path schedule. The Contractor assumes normal weather risks. Claims for time extensions due to adverse weather must be documented and meet specific criteria.","['c00097', 'c00095']"
Contract__3.pdf,Contract__3,Within how many days must we notify the owner of adverse weather day impacts?,number,21 days,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' is incorrect as it does not match the gold answer '21 days'.,,,,,,,mismatch,ten (10) workdays,['c00097']
Contract__3.pdf,Contract__3,What are the Schedule Requirements Terms & Conditions?,long_text,"- Update Contract Schedule with each pay application
- Submittal schedule to be coordinated with Contract Schedule; if submittal schedule is not maintained Contractor may not claim delay due to submittal review
- Changes in Contract Schedule are only accepted via Change Order
- Contractor delays/recovery to schedule are reimbursable only within GMP
- Owner may direct in writing acceleration of schedule and reimbursed unless attributable to Contractor's actions
- Prior to commencement of work, Contractor shall submit milestone schedule to Owner for approval to ensure timely completion.  Recovery plan due to Contractor negligence and costs associated are borne by Contractor","The Contract Schedule shall be based on an orderly progression of the Work, allowing adequate time for each operation, and leading to Substantial Completion by the date(s) established in the Agreement. The Contractor must coordinate its work with the work of other third-party contractors. The Contract Schedule will be reviewed by the Owner and the Architect for compliance with the requirements of this Article and will be accepted by them only in the form of an approved Change Order. Schedules submitted or used by the Contractor that are not the current Contract Schedule accepted in an approved Change Order are for the sole use of the Contractor, at his risk, and do not relate to this Contract. Unless specifically required by law, no initial payment under this Contract shall be due until the Contract Schedule has been approved by the Owner and the Architect. If the Contractor and Owner have agreed that the Contractor should be permitted to extend the time for completion as provided in Subparagraph 4.3.7, the calendar dates in the Contract Schedule shall be adjusted accordingly to retain their same relationship to the adjusted date of Substantial Completion, and the dollar value of work to be completed as the first of each month shall be adjusted pro-rata. The Contractor shall furnish sufficient forces, plant and equipment and shall work such hours, including night shifts and lawful overtime operations as may be necessary to ensure the prosecution of the work in accordance with the Contract Schedule. If, in the opinion of the Owner, the contractor falls behind schedule, the Contractor must take such steps as may be necessary to improve his progress, and must submit his plans demonstrating the manner in which the desired rate of progress may be regained. It shall be the responsibility of the Contractor to maintain his schedule so as not to delay the progress of the Work or the scheduled work of other persons. If Contractor delays the progress of the Work, in order to regain the time lost and to maintain the Contract Schedule, it shall be the responsibility of the Contractor to increase the number of shifts, days of Work, and/or to the extent permitted by law, to institute or increase overtime operations, all without additional cost to the Owner in excess of the GMP.",descriptive_metrics,0.4,,0.8,partial,"The predicted answer captures some aspects of the schedule requirements, such as the need for coordination and maintaining the schedule. However, it misses specific details like the update with each pay application, submittal schedule coordination, and conditions for changes and delays. There is a slight contradiction regarding the reimbursement for delays.",,,,0.4,0.4,0.4,mismatch,"The Contract Schedule shall be based on an orderly progression of the Work, allowing adequate time for each operation, and leading to Substantial Completion by the date(s) established in the Agreement.","['c00073', 'c00071']"
Contract__3.pdf,Contract__3,What are the Daily Log & Manpower Terms and Conditions?,long_text,Maintain record set of meeting minutes and daily log available to owner and submitted upon completion of work,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
