contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__3.pdf,Contract__3,What is the IMC Design Document Review obligations Article #?,identifier,Agreement 13.2,3.2,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '3.2' does not match the gold answer 'Agreement 13.2'. The article number is incorrect and does not include the 'Agreement' prefix.,,,,,,,mismatch,3.2,['c00057']
Contract__3.pdf,Contract__3,What are the Terms & Conditions / IMC's obligations for Design Document Review?,long_text,"Within 60 days of receipt of completed construction drawings and specs, Contractor perform review and notify in writing scope changes that could not have been reasonably discernable at time of Contract Sum/Time were agreed","The Contractor is obligated to carefully study and compare the various Drawings and other Contract Documents before starting the Work and each portion of the Work. The Contractor must take field measurements of any existing conditions related to that portion of the Work and observe any conditions at the site affecting it. The Contractor shall immediately report to the Owner and the Architect, in writing, any error, inconsistency, omission, or problem with any construction feasibility it discovers. Any necessary change shall be ordered in accordance with Article 7, subject to the requirements of the provisions of the Contract Documents. If the Contractor proceeds with work without such notice to the Architect and the Owner, having discovered such errors, inconsistencies, or problems with construction feasibility, or if by such reasonable study of the site and the Contract Documents he should have discovered such, the Contractor shall bear all costs that would have been avoided by not performing the obligations in this article.",descriptive_metrics,0.3,,0.8,weak,The predicted answer provides some relevant information about the Contractor's obligations but does not specifically address the 60-day review period or the requirement to notify in writing about scope changes. It partially covers the general obligations but misses key details.,,,,0.3,0.3,0.3,mismatch,"The Contractor is obligated to carefully study and compare the various Drawings and other Contract Documents before starting the Work and each portion of the Work. The Contractor must take field measurements of any existing conditions related to that portion of the Work and observe any conditions at the site affecting it. The Contractor shall immediately report to the Owner and the Architect, in writing, any error, inconsistency, omission, or problem with any construction feasibility it discovers. Any necessary change shall be ordered in accordance with Article 7, subject to the requirements of the provisions of the Contract Documents. If the Contractor proceeds with work without such notice to the Architect and the Owner, having discovered such errors, inconsistencies, or problems with construction feasibility, or if by such reasonable study of the site and the Contract Documents he should have discovered such, the Contractor shall bear all costs that would have been avoided by not performing the obligations in this article.","['c00057', 'c00077']"
Contract__3.pdf,Contract__3,"What is the Submittal Alternates, Substitutions, & Contract Document Deviations Article #?",identifier,"3.4.2, 3.5.5, 3.5.7",3.5.4,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer '3.5.4' does not match any of the identifiers '3.4.2, 3.5.5, 3.5.7' provided in the gold answer.",,,,,,,mismatch,3.5.4,['c00065']
Contract__3.pdf,Contract__3,"What are the Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions?",long_text,"3.4.2-  need express written consent by owner after evaluation by Architect
3.5.5- quality of result at least equal with supporting evidence, approved substitution that requires deviations to related work Contract is responsible to present detailing and costs associated with performing deviation work, approval of substitution does not relieve Contractor from liability for failure to comply with Contract Documents
3.5.7 - Costs as a result of unapproved substitutions are borne by Contractor","The terms and conditions for Submittal Alternates, Substitutions, and Contract Document Deviations are as follows: The Contractor must inform the Architect and the Owner in writing of any proposed material deviations from the Contract Documents at the time of submission for approval. The Contractor must provide evidence that the proposed substitution or deviation will deliver a quality result equal to the original specifications. If the Architect or Owner finds the evidence insufficient, they may reject the substitution or deviation. If approved, the Contractor is responsible for any additional work and materials required due to the deviation, at no cost to the Owner and without project delays, unless the Owner or Architect is the sole cause. Approval of a substitution does not relieve the Contractor from liability for non-compliance with the Contract Documents. The Architect is responsible for reviewing and incorporating Owner-requested substitutions into the design. The Contractor is also responsible for ensuring that all work complies with approved submittals and for informing the Architect in writing of any deviations at the time of submittal. The Contractor is not relieved of responsibility for errors or omissions in submittals by the Architect's approval.",descriptive_metrics,0.7,,0.9,partial,"The predicted answer captures the main points of the gold answer but includes additional details and rephrasing. It covers the need for written consent, quality of result, responsibility for costs, and liability for non-compliance. However, it does not explicitly mention the specific clauses (3.4.2, 3.5.5, 3.5.7) and some details are paraphrased or expanded.",,,,0.7,0.7,0.7,mismatch,"Contractor must inform Architect and Owner in writing of deviations, provide evidence of quality, and is responsible for additional work and materials if approved.","['c00065', 'c00078']"
Contract__3.pdf,Contract__3,Are the Subcontractor Bids / Bid Tabs Required to be Provided to Owner?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,The excerpts do not explicitly state that Subcontractor Bids / Bid Tabs are required to be provided to the Owner.,"['c00019', 'c00017']"
Contract__3.pdf,Contract__3,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,long_text,Within 120 days after award of Contract provide entities proposed for each principal portion of the Work.  Owner/Architect to reply promptly in writing any objections.  Contractor may not contract with proposed entity that Owner/Architect have reasonable/timely objection,"The terms and conditions for Subcontractor Bids/Bid Tabs provided to the Owner include the following: The Contractor must deliver bids from Subcontractors and suppliers to the Architect, and the Owner will determine which bid to accept with the advice of the Contractor. If the Owner requires a different bid to be accepted than the one recommended by the Contractor, a Change Order may be issued to adjust the Guaranteed Maximum Price. Subcontracts must conform to the payment provisions of the Agreement and Contract Documents and cannot be awarded on a cost-plus-fee basis without the Owner's prior written consent. The Contractor must provide the Owner with copies of all subcontracts within thirty days of execution. The Owner may designate specific persons or entities from whom the Contractor must obtain bids. The Contractor must furnish the names of proposed persons or entities for each principal portion of the Work to the Owner through the Architect within 120 days after the award of the Contract. The Architect and Owner have the right to object to any proposed person or entity. Subcontract agreements must bind Subcontractors to the terms of the Contract Documents and preserve the rights of the Owner and Architect. The Contractor must also provide the Owner with releases of claims and other documents as requested to evidence payment and discharge of liens.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer captures some of the key points from the gold answer, such as the 120-day timeframe and the Owner/Architect's right to object. However, it includes additional details not present in the gold answer and misses some specific phrasing, leading to partial coverage and semantic similarity.",,,,0.5,0.5,0.5,mismatch,"The Contractor must deliver bids from Subcontractors and suppliers to the Architect, and the Owner will determine which bid to accept with the advice of the Contractor. If the Owner requires a different bid to be accepted than the one recommended by the Contractor, a Change Order may be issued to adjust the Guaranteed Maximum Price. Subcontracts must conform to the payment provisions of the Agreement and Contract Documents and cannot be awarded on a cost-plus-fee basis without the Owner's prior written consent. The Contractor must provide the Owner with copies of all subcontracts within thirty days of execution. The Owner may designate specific persons or entities from whom the Contractor must obtain bids. The Contractor must furnish the names of proposed persons or entities for each principal portion of the Work to the Owner through the Architect within 120 days after the award of the Contract. The Architect and Owner have the right to object to any proposed person or entity. Subcontract agreements must bind Subcontractors to the terms of the Contract Documents and preserve the rights of the Owner and Architect. The Contractor must also provide the Owner with releases of claims and other documents as requested to evidence payment and discharge of liens.","['c00019', 'c00017', 'c00103', 'c00101']"
Contract__3.pdf,Contract__3,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer indicates that a subcontractor award does not have to be approved by the owner, while the predicted answer incorrectly states that it does.",,,,,,,mismatch,The Contractor shall not contract with a proposed person or entity to whom the Owner or Architect has made reasonable and timely objection.,"['c00101', 'c00103']"
Contract__3.pdf,Contract__3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,IMC is not entitled to a PCCO for Owner Selected / Mandated Subcontractors.,"['c00103', 'c00170']"
Contract__3.pdf,Contract__3,Do GMP Buyout Savings need to be Reported to Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer indicates that GMP Buyout Savings do not need to be reported to the owner (No), while the predicted answer incorrectly states that they do (True).",,,,,,,mismatch,"Yes, GMP Buyout Savings need to be reported to Owner.","['c00179', 'c00180']"
Contract__3.pdf,Contract__3,Must the GMP Buyout Savings be Shown on Monthly Schedule of Values?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, the GMP Buyout Savings must be shown on the Monthly Schedule of Values.","['c00025', 'c00115']"
Contract__3.pdf,Contract__3,Must Use of Buyout Savings for Trade Costs be Approved by Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, use of buyout savings for trade costs must be approved by the Owner.","['c00007', 'c00013']"
Contract__3.pdf,Contract__3,"What is the General Conditions Rate Sheet Appendix / Exhibit (A,B,C,D, Etc.)?",identifier,Exhibit E,H,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'H' does not match the gold answer 'Exhibit E'.,,,,,,,mismatch,GENERAL CONDITIONS BREAKDOWN – EXHIBIT H,"['c00179', 'c00011']"
Contract__3.pdf,Contract__3,What is the definition for the Cost of the Work?,text,"- General Conditions
- Labor Costs
- Subcontract Costs
- Materials and Equipment
- Temp facilities
- Rental Charges
- removal of debris
- document reproductions
- expenses
- offsite stored materials if approved in advance by owner in writing
- insurance/bond premiums
- sales/use tax
- permit fees, licenses, inspections
- testing
- legal fees
- other costs associated with performance of work and to the extent approved by owner in writing","The term 'Cost of the Work' shall mean costs necessarily incurred by the Contractor in the proper performance of the Work. Such costs shall be at rates not higher than the standard paid at the place of the Project except with prior, written consent of the Owner. The Cost of the Work shall include only the items set forth in this Article 5 per rates set forth on Exhibit E.",descriptive_metrics,0.25,,0.8,weak,The predicted answer provides a general definition of 'Cost of the Work' but lacks the detailed breakdown of specific costs listed in the gold answer.,,,,0.3,0.25,0.25,mismatch,The term 'Cost of the Work' shall mean costs necessarily incurred by the Contractor in the proper performance of the Work.,['c00010']
Contract__3.pdf,Contract__3,What is the Contingency Usage Article #?,identifier,Agreement 4.3.1,Article 6,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Article 6' does not match the gold answer 'Agreement 4.3.1'.,,,,,,,mismatch,Article 6,"['c00006', 'c00008']"
Contract__3.pdf,Contract__3,What are the Contingency Usage Terms and Conditions?,long_text,"- cover costs reimbursable as a cost of the work
- not reasonably anticipated at time of Agreement
- refinement of drawing details
- corrective work not due to fault/negligence
- nonperformance by sub
- unanticipated costs
- unintended gaps/omissions
- cannot be used for items due to negligence, fee, cost of work recovered from subcontractor/bond/insurance, cost of work that could have been reasonably avoided, item that does not constitute cost of work","The Contractor must submit a Contingency Use Authorization form for the Owner's review and approval before using any part of the Contractor's Contingency. The form must detail the amount and basis for the proposed use and include supporting documentation. The Contractor cannot use the Contingency for General Conditions costs or any amount exceeding the threshold without prior approval from the Owner. Unauthorized use of the Contingency must be returned to the Owner immediately. Monthly reports on the use of the Contingency are required, and the Owner has the discretion to reject any proposed or actual use that does not meet the Contract requirements. The Contingency can be used for costs arising from design refinements, corrective work not due to the Contractor's fault, nonperformance by Subcontractors, unanticipated costs during construction, and unintended gaps or overruns in the buy-out of the Work. It cannot be used for work due to the Contractor's negligence, the Contractor's Fee, costs recoverable from Subcontractors or insurance, or any item not constituting a Cost of the Work. Requests to use the Contingency for amounts over $35,000 or to increase the General Conditions line item require a Contingency Use Authorization form.",descriptive_metrics,0.75,,0.9,partial,"The predicted answer captures most of the important content from the gold answer and adds additional procedural details. There is no contradiction, but the additional details slightly reduce the semantic similarity.",,,,0.7,0.75,0.75,mismatch,"The Contractor must submit a Contingency Use Authorization form for the Owner's review and approval before using any part of the Contractor's Contingency. Unauthorized use must be returned immediately. Monthly reports are required, and the Owner can reject any use that does not meet Contract requirements. The Contingency can be used for specific costs but not for the Contractor's negligence, Fee, or recoverable costs.","['c00008', 'c00007']"
Contract__3.pdf,Contract__3,What are the Contingency Usage Owner Notification Requirements?,text,"- Use authorization form required for proposed uses above $35,000 and any General Conditions costs
- Monthly report of Contingency use required","Contractor must submit a Contingency Use Authorization form for Owner’s review and approval, fully describing the amount and basis for the proposed use and providing documentation support. The Contractor cannot use any part of the Contingency for General Conditions costs without prior submission and Owner’s written approval. Any use of the Contingency without prior submission and approval is invalid and must be returned to the Owner. Additionally, the Contractor must provide a monthly written report describing the use of the Contingency, which will be reconciled with the Owner during the pay application review process. The Owner has discretion to reject any proposed or actual use of the Contingency that does not meet the Contract requirements.",descriptive_metrics,0.9,,0.9,strong,"The predicted answer captures the key elements of the gold answer, including the requirement for a use authorization form and a monthly report. It provides additional details but does not contradict the gold answer.",,,,0.9,0.9,0.9,mismatch,"Contractor must submit a Contingency Use Authorization form for Owner’s review and approval, fully describing the amount and basis for the proposed use and providing documentation support. The Contractor cannot use any part of the Contingency for General Conditions costs without prior submission and Owner’s written approval. Any use of the Contingency without prior submission and approval is invalid and must be returned to the Owner. Additionally, the Contractor must provide a monthly written report describing the use of the Contingency, which will be reconciled with the Owner during the pay application review process. The Owner has discretion to reject any proposed or actual use of the Contingency that does not meet the Contract requirements.","['c00008', 'c00006', 'c00007']"
Contract__3.pdf,Contract__3,What is the General Conditions Type?,enum,Other,Guaranteed Maximum Price Construction Contract,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Guaranteed Maximum Price Construction Contract' does not match the gold answer 'Other'.,,,,,,,mismatch,Guaranteed Maximum Price Construction Contract,"['c00038', 'c00043']"
Contract__3.pdf,Contract__3,What are the General Conditions Billing Backup Requirements?,text,"- payroll for the period covered by pay application
- invoices to substantiate pay requests","The Contractor shall keep full and detailed accounts and exercise such controls as may be necessary for proper financial management under the Contract Documents, and the accounting and control systems shall be reasonably satisfactory to the Owner. The Owner and the Owner's accountants shall be afforded reasonable access to, and shall be permitted to audit and copy upon reasonable advance notice, the Contractor's records, books, correspondence, instructions, drawings, receipts, subcontracts, purchase orders, vouchers, memoranda and other data relating to this Contract, and the Contractor shall preserve these for a period of three (3) years after final payment, or for such longer period as may be required by law. Contractor shall keep complete all proposals received or prepared by Contractor for changed Work and permit Owner to inspect and copy all proposals so that Owner may fully understand the cost basis of each proposed change. A like Accounting Records provision shall be included in all subcontracts (of any tier) so that Owner may inspect Subcontractor’s books and records.",descriptive_metrics,0.2,,0.8,weak,The predicted answer provides general information about financial management and record-keeping but does not specifically address the billing backup requirements such as payroll and invoices.,,,,0.2,0.2,0.2,mismatch,"The Contractor shall keep full and detailed accounts and exercise such controls as may be necessary for proper financial management under the Contract Documents, and the accounting and control systems shall be reasonably satisfactory to the Owner.",['c00019']
Contract__3.pdf,Contract__3,What is the definition of General Conditions for this project? (01 v 50 Code Split),enum,Agreement - Article 5,General Conditions of the Guaranteed Maximum Price Construction Contract Between the Owner and the General Contractor,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer does not match the expected format of 'Agreement - Article 5' and provides a different definition.,,,,,,,mismatch,The term “General Conditions” shall mean the General Conditions of the Guaranteed Maximum Price Construction Contract Between the Owner and the General Contractor.,"['c00043', 'c00038']"
Contract__3.pdf,Contract__3,What is the Change Markup - Subcontractor %?,percentage,15,2.75,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer of 2.75% is incorrect as it does not match the gold answer of 15%.,,,,,,,mismatch,2.75%,"['c00005', 'c00111']"
Contract__3.pdf,Contract__3,What is the Change Markup - Tiered Subcontractor %?,percentage,15,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - IMC Fee %?,percentage,2.75,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - CCIP %?,percentage,2.5,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Change Markup - CM Insurance %?,percentage,1,0.9,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer of 0.9% is not the same as the gold answer of 1%.,,,,,,,mismatch,0.9%,['c00301']
Contract__3.pdf,Contract__3,What are the Adverse Weather Days Terms & Conditions?,long_text,Abnormal conditions as compared to NOAA 10-yr average affecting critical path work,"If adverse weather conditions are the basis for a Claim for additional time, such Claim shall be documented by data substantiating the weather conditions were abnormal for the period of time as compared with the ten-year average for the local geographical area where the Project is situated, could not have been reasonably anticipated and had an adverse effect on the critical path schedule. The Contractor assumes the risks of the normal weather patterns of the local area in which the Project is located. No claim for a time extension shall be allowed on account of a failure of the Architect to furnish interpretations, instructions or drawings or to return Shop Drawings or samples until ten (10) workdays after receipt by the Architect of a written request for such instructions, drawings, or samples and only if such delay impacts the Project’s critical path and Contractor has complied with the notice and proof provisions set forth in Article 4. Contractor shall not be allowed an extension of time unless Contractor has established to the Owner’s satisfaction that the delay claimed by the Contractor is to a portion of the Work on the critical path of the Contract Schedule, and the Project is currently behind the current Contract Schedule.",descriptive_metrics,0.5,,0.8,partial,The predicted answer captures the essence of abnormal weather conditions affecting the critical path work but includes additional details not present in the gold answer.,,,,0.5,0.5,0.5,mismatch,Adverse weather conditions must be documented as abnormal compared to the ten-year average and must have an adverse effect on the critical path schedule. The Contractor assumes the risks of normal weather patterns. No time extension claims are allowed for delays in receiving instructions or drawings unless it impacts the critical path and the Contractor has complied with notice and proof provisions. Extensions are only allowed if the delay affects the critical path and the project is behind schedule.,['c00097']
Contract__3.pdf,Contract__3,Within how many days must we notify the owner of adverse weather day impacts?,number,21 days,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' is incorrect as it does not match the gold answer '21 days'.,,,,,,,mismatch,ten (10) workdays,['c00097']
Contract__3.pdf,Contract__3,What are the Schedule Requirements Terms & Conditions?,long_text,"- Update Contract Schedule with each pay application
- Submittal schedule to be coordinated with Contract Schedule; if submittal schedule is not maintained Contractor may not claim delay due to submittal review
- Changes in Contract Schedule are only accepted via Change Order
- Contractor delays/recovery to schedule are reimbursable only within GMP
- Owner may direct in writing acceleration of schedule and reimbursed unless attributable to Contractor's actions
- Prior to commencement of work, Contractor shall submit milestone schedule to Owner for approval to ensure timely completion.  Recovery plan due to Contractor negligence and costs associated are borne by Contractor","The Contract Schedule shall be based on an orderly progression of the Work, allowing adequate time for each operation, and leading to Substantial Completion by the date(s) established in the Agreement. The Contractor must coordinate its work with the work of other third-party contractors. The Contract Schedule will be reviewed by the Owner and the Architect for compliance with the requirements of this Article and will be accepted by them only in the form of an approved Change Order. Schedules submitted or used by the Contractor that are not the current Contract Schedule accepted in an approved Change Order are for the sole use of the Contractor, at his risk, and do not relate to this Contract. Unless specifically required by law, no initial payment under this Contract shall be due until the Contract Schedule has been approved by the Owner and the Architect. If the Contractor and Owner have agreed that the Contractor should be permitted to extend the time for completion as provided in Subparagraph 4.3.7, the calendar dates in the Contract Schedule shall be adjusted accordingly to retain their same relationship to the adjusted date of Substantial Completion, and the dollar value of work to be completed as the first of each month shall be adjusted pro-rata. The Contractor shall furnish sufficient forces, plant and equipment and shall work such hours, including night shifts and lawful overtime operations as may be necessary to ensure the prosecution of the work in accordance with the Contract Schedule. If, in the opinion of the Owner, the contractor falls behind schedule, the Contractor must take such steps as may be necessary to improve his progress, and must submit his plans demonstrating the manner in which the desired rate of progress may be regained. It shall be the responsibility of the Contractor to maintain his schedule so as not to delay the progress of the Work or the scheduled work of other persons. If Contractor delays the progress of the Work, in order to regain the time lost and to maintain the Contract Schedule, it shall be the responsibility of the Contractor to increase the number of shifts, days of Work, and/or to the extent permitted by law, to institute or increase overtime operations, all without additional cost to the Owner in excess of the GMP.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer captures some of the key elements of the gold answer, such as the need for schedule approval and the contractor's responsibility to maintain the schedule. However, it misses specific details like the requirement to update the schedule with each pay application, the coordination of the submittal schedule, and the conditions under which changes to the schedule are accepted. There is no direct contradiction, but the coverage is incomplete.",,,,0.5,0.5,0.5,mismatch,"The Contract Schedule shall be based on an orderly progression of the Work, allowing adequate time for each operation, and leading to Substantial Completion by the date(s) established in the Agreement.","['c00073', 'c00071']"
Contract__3.pdf,Contract__3,What are the Daily Log & Manpower Terms and Conditions?,long_text,Maintain record set of meeting minutes and daily log available to owner and submitted upon completion of work,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
