contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__9.pdf,Contract__9,What are the Terms & Conditions / IMC's obligations for Design Document Review?,long_text,"Standard AIA A201 Terms, Article 3.2","The Contractor is required to review the Contract Documents and field conditions before starting each portion of the Work. This includes studying and comparing the various Drawings and other Contract Documents, taking field measurements, and observing conditions at the site. The Contractor must report any errors, discrepancies, inconsistencies, or omissions discovered to the Architect and Owner promptly. The Architect and Owner are responsible for resolving these issues promptly to avoid delays. The Contractor's review is not for the purpose of discovering errors but to facilitate coordination and construction. The Contractor is not required to ensure that the Contract Documents comply with applicable laws and regulations, but any nonconformity discovered must be reported promptly. The Architect will review the Contractor's submittals for conformance with the design concept and information given in the Contract Documents, but this review does not relieve the Contractor of their responsibilities. The Architect's review will be conducted promptly to avoid delays, and the Architect's approval of specific items does not indicate approval of the entire assembly.",descriptive_metrics,0.2,,0.8,weak,"The predicted answer provides a detailed description of the contractor's obligations for reviewing design documents, but it does not specifically mention the 'Standard AIA A201 Terms, Article 3.2' as stated in the gold answer. The predicted answer is related but does not directly address the specific terms and conditions referenced in the gold answer.",,,,0.2,0.2,0.2,mismatch,"The Contractor must review Contract Documents and field conditions, report any discovered errors or inconsistencies to the Architect and Owner, and ensure coordination and construction. The Architect reviews submittals for conformance with the design concept but does not relieve the Contractor of their responsibilities.","['c00031', 'c00032', 'c00064', 'c00065']"
Contract__9.pdf,Contract__9,"What are the Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions?",long_text,"Standard AIA A201 Terms, Article 3.4.2, However the GMP clearly states that ""We have assumed ""or equal"" and ""non-proprietary"" for all products""","If the Contractor desires to substitute a product or method in lieu of what has been specified or shown in the Contract Documents, the Contractor may propose to do so in a written request delivered to the Architect and the Owner setting forth the following: Full explanation of the proposed substitution and submittal of all supporting data including technical information, catalog cuts, warranties, test results, installation instructions, operating procedures and other like information necessary for a complete evaluation of the substitution and relevant materials prepared as part of pre-construction services; Reasons why the substitution is advantageous and necessary, including the benefits to the Owner and the Work in the event the substitution is acceptable; The adjustment, if any, in the Contract Sum, in the event the substitution is acceptable; The adjustment, if any, in the Contract Time and any Milestone Dates in the event the substitution is acceptable; The Contractor shall submit a written request for any substitution, together with complete substantiating data and information, to the Architect and the Owner not later than thirty (30) days prior to the time that such substitute product or method would be incorporated into the Work. No substitution shall be made by the Contractor, or considered or approved by the Owner or Architect, without the Contractor's submittal of a written request with respect to such substitution as provided above. The Contractor may make a substitution only: (1) upon the written approval of the Architect and the Owner of such written request therefor after evaluation by them of such request and all accompanying data and information; and (2) in accordance with a Change Order; and, Any written request for a substitution by the Contractor shall be a representation by the Contractor to the Owner that: (1) the Contractor has investigated the product or method proposed to be substituted and found it to be equivalent or better than the produce or method specified in the Contract Documents.",descriptive_metrics,0.2,,0.9,weak,"The predicted answer provides detailed procedures for substitutions, which is related but not the same as the specific terms and conditions mentioned in the gold answer. The gold answer refers to standard AIA A201 Terms and a specific assumption about 'or equal' and 'non-proprietary' products, which is not covered in the predicted answer.",,,,0.2,0.2,0.2,mismatch,"Terms and conditions for submittal alternates, substitutions, and contract document deviations include providing a full explanation and supporting data, reasons for the substitution, adjustments in contract sum and time, and obtaining written approval from the Architect and Owner.","['c00036', 'c00014']"
Contract__9.pdf,Contract__9,Do we have a Precon Agreement?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,No,"['c00017', 'c00155']"
Contract__9.pdf,Contract__9,What are the Precon Reimbursable Terms & Conditions?,long_text,"$21,824.00 - Lump Sum","The Precon Reimbursable Terms & Conditions include the following: 1. The Contractor shall not make advance payments to suppliers for materials or equipment which have not been delivered and suitably stored at the site without the Agent’s prior written approval. 2. The Agent and the Contractor shall agree upon a mutually acceptable procedure for review and approval of payments to Subcontractors, and the percentage of retainage held on Subcontracts. 3. The Agent shall rely on the accuracy and completeness of the information furnished by the Contractor in Applications for Payment. 4. Concurrent with each Application for Payment, the Contractor shall execute and furnish a waiver of lien rights. 5. Costs to be reimbursed arising from transactions between the Contractor and a related party must be authorized in writing by the Agent. 6. Miscellaneous costs such as premiums for insurance and bonds, sales and use taxes, fees for permits and licenses, fees of laboratories for tests, royalties and license fees, costs for communications services, document reproductions, and reasonable expenses of supervisory or administrative personnel are reimbursable. 7. Costs incurred in taking action to prevent damage, injury, or loss in case of an emergency affecting safety are reimbursable. 8. Costs of repairing or correcting damaged or nonconforming Work, provided it was not caused by the negligence of the Contractor, Subcontractors, or suppliers, are reimbursable.",descriptive_metrics,0.0,,1.0,incorrect,"The predicted answer does not match the gold answer in any way. The gold answer is a lump sum amount, while the predicted answer lists detailed terms and conditions.",,,,0.0,0.0,0.0,mismatch,"The Precon Reimbursable Terms & Conditions include various provisions related to payments, related party transactions, and reimbursable costs.","['c00151', 'c00139', 'c00137', 'c00138']"
Contract__9.pdf,Contract__9,What are the GMP Shared Savings Terms & Conditions?,long_text,50/50,"The GMP Shared Savings Terms & Conditions include the following key points: The schedule of values shall allocate the entire Guaranteed Maximum Price among various portions of the Work, any contingency for costs included in the Guaranteed Maximum Price but not otherwise allocated, and the Contractor’s Fee. Savings from any particular line item once that line item buyout is complete shall be reallocated into a separate line item designated as 'Buyout Savings'. The Buyout Savings is to be exhausted prior to the Contractor requesting the Agent’s approval for any reallocation of the construction contingency. The amount of each progress payment shall include the portion of the Guaranteed Maximum Price properly allocable to completed Work, materials and equipment delivered and suitably stored, and Construction Change Directives that are reasonably justified. The amount of each progress payment shall be reduced by the aggregate of any amounts previously paid by the Owner, the amount for Work that remains uncorrected, and any amount for which the Contractor does not intend to pay a Subcontractor or material supplier.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not match the gold answer in any way and introduces conflicting information.,,,,0.0,0.0,0.0,mismatch,"The GMP Shared Savings Terms & Conditions include allocation of the entire Guaranteed Maximum Price among various portions of the Work, reallocation of savings into a 'Buyout Savings' line item, and specific conditions for progress payments.","['c00146', 'c00148']"
Contract__9.pdf,Contract__9,What are the GMP Buyout Savings Definition & Terms & Conditions?,long_text,"12.1.5.3 Should there be savings from any particular line item once that line item buyout is complete, the Contractor shall reallocate the savings into a  separate line item designated as “Buyout Savings”. This “Buyout Savings” shall function as the aggregate repository for use in balancing line items until buyout is complete. The Buyout Savings is to be exhausted prior to the Contractor requesting the Agent’s approval for any reallocation of the construction contingency.",The GMP Buyout Savings refers to the savings realized from any particular line item once that line item buyout is complete. The Contractor shall reallocate these savings into a separate line item designated as 'Buyout Savings'. This 'Buyout Savings' functions as the aggregate repository for use in balancing line items until buyout is complete. The Buyout Savings is to be exhausted prior to the Contractor requesting the Agent’s approval for any reallocation of the construction contingency. The Contractor shall submit a buyout and contingency use log with each application for payment.,descriptive_metrics,0.9,,0.9,strong,The predicted answer captures the main points of the gold answer with high semantic similarity and coverage. The additional sentence about the buyout and contingency use log does not contradict the gold answer.,,,,0.9,0.9,0.9,mismatch,The GMP Buyout Savings refers to the savings realized from any particular line item once that line item buyout is complete. The Contractor shall reallocate these savings into a separate line item designated as 'Buyout Savings'. This 'Buyout Savings' functions as the aggregate repository for use in balancing line items until buyout is complete. The Buyout Savings is to be exhausted prior to the Contractor requesting the Agent’s approval for any reallocation of the construction contingency. The Contractor shall submit a buyout and contingency use log with each application for payment.,"['c00146', 'c00009']"
Contract__9.pdf,Contract__9,Must Use of Buyout Savings for Trade Costs be Approved by Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, the use of buyout savings for trade costs must be approved by the Owner.","['c00131', 'c00132']"
Contract__9.pdf,Contract__9,"What is the General Conditions Rate Sheet Appendix / Exhibit (A,B,C,D, Etc.)?",identifier,D,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the General Conditions Rate Sheet Year?,number,2023,2017,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '2017' does not match the gold answer '2023'.,,,,,,,mismatch,2017,"['c00000', 'c00017']"
Contract__9.pdf,Contract__9,What are the Contingency Usage Terms and Conditions?,long_text,"The Contingency, when agreed upon by the Owner and the Contractor as set forth below and subject to the conditions in this Section 5.2.5, shall be an amount available to reimburse the Contractor for work not reasonably identified or reasonably quantified by the Contractor in its cost estimate, such as: (a) estimating and purchasing errors; (b) premium time to maintain the progress 
of the Work in accordance with the Project schedule due to an action or inaction by the Contractor or any Subcontractor (provided that the Contractor shall require Subcontractors to absorb in their base Subcontracts all premium time due to failure of the Subcontractor to properly man the Project or organize the Work); (c) unforeseen construction problems (except to the extent that, as a contractor experienced in the construction of projects similar to the Project, the Contractor should have foreseen such problems); (d) extrordinary or unusual seasonal weather conditions; and (e) Work not identified or reasonably inferable from the Contract Documents, but not completely detailed in such documents.","The Contingency may not be used to pay for costs due to unforeseen conditions, overages caused by Scope Changes, all of which shall be subject to Change Orders in accordance with Article 6. The Contractor must obtain the Owner’s written consent in advance of incurring costs during any calendar month in excess of $10,000 that the Contractor proposes be charged to the Contingency. The Owner agrees not to unreasonably withhold or delay its consent to any request from the Contractor to properly use the Contingency. The Contractor must submit a detailed monthly Contingency log and projection for review by the Owner of all Contingency expenditures. Prior to incurring any cost which may be charged to the Contingency in excess of $10,000, the Contractor must submit a written request to the Owner for reimbursement of such cost, together with an explanation of the reason such cost is to be incurred.",descriptive_metrics,0.3,,0.8,partial,The predicted answer captures some aspects of the contingency usage terms and conditions but misses key details and includes some contradictory information.,,,,0.3,0.3,0.3,mismatch,"The Contingency may not be used to pay for costs due to unforeseen conditions, overages caused by Scope Changes, all of which shall be subject to Change Orders in accordance with Article 6. The Contractor must obtain the Owner’s written consent in advance of incurring costs during any calendar month in excess of $10,000 that the Contractor proposes be charged to the Contingency. The Owner agrees not to unreasonably withhold or delay its consent to any request from the Contractor to properly use the Contingency. The Contractor must submit a detailed monthly Contingency log and projection for review by the Owner of all Contingency expenditures. Prior to incurring any cost which may be charged to the Contingency in excess of $10,000, the Contractor must submit a written request to the Owner for reimbursement of such cost, together with an explanation of the reason such cost is to be incurred.","['c00131', 'c00069']"
Contract__9.pdf,Contract__9,What are the Contingency Usage Owner Notification Requirements?,text,"Anything over $10,000 in a month aggregate","The Contractor shall submit to the Owner a detailed monthly Contingency log and projection for review of all Contingency expenditures. Prior to incurring any cost which may be charged to the Contingency in excess of ten thousand dollars ($10,000.00), the Contractor shall submit a written request to the Owner for reimbursement of such cost, together with an explanation of the reason such cost is to be incurred.",descriptive_metrics,0.75,,0.9,partial,"The predicted answer captures the key requirement of notifying the owner for expenditures over $10,000, but includes additional details not present in the gold answer.",,,,0.7,0.75,0.75,mismatch,"The Contractor shall submit to the Owner a detailed monthly Contingency log and projection for review of all Contingency expenditures. Prior to incurring any cost which may be charged to the Contingency in excess of ten thousand dollars ($10,000.00), the Contractor shall submit a written request to the Owner for reimbursement of such cost, together with an explanation of the reason such cost is to be incurred.",['c00131']
Contract__9.pdf,Contract__9,What is the General Conditions Type?,enum,Reimbursable,AIA Document A201 – 2017,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'AIA Document A201 – 2017' does not match the expected type 'Reimbursable' and is substantively different.,,,,,,,mismatch,AIA Document A201 – 2017,"['c00000', 'c00017']"
Contract__9.pdf,Contract__9,What are the General Conditions Billing Backup Requirements?,text,"So far, monthly summary sheet","Accounts, receipted invoices or invoices with check vouchers attached, and any other evidence required by the Agent to demonstrate that payments already made by the Contractor on account of the Cost of the Work equal or exceed progress payments already received by the Contractor plus payrolls for the period covered by the present Application for Payment, less that portion of the progress payments attributable to the Contractor’s Fee.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not match the gold answer in any way and provides different information.,,,,0.0,0.0,0.0,mismatch,"Accounts, receipted invoices or invoices with check vouchers attached, and any other evidence required by the Agent to demonstrate that payments already made by the Contractor on account of the Cost of the Work equal or exceed progress payments already received by the Contractor plus payrolls for the period covered by the present Application for Payment, less that portion of the progress payments attributable to the Contractor’s Fee.",['c00146']
Contract__9.pdf,Contract__9,What is the definition of General Conditions for this project? (01 v 50 Code Split),enum,No definition,"Conditions of the Contract (General, Supplementary and other Conditions)",categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer states that there is no definition, while the predicted answer provides a specific definition. These are contradictory.",,,,,,,mismatch,"Conditions of the Contract (General, Supplementary and other Conditions)",['c00017']
Contract__9.pdf,Contract__9,What is the Change Markup - Subcontractor %?,percentage,0.15,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - Tiered Subcontractor %?,percentage,Not stated,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer states 'Not stated'.",,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - IMC Fee %?,percentage,0.025,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - CCIP %?,percentage,0.025,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - Warranty %?,percentage,0.001,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - General Conditions %?,percentage,As Incurred,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer specifies 'As Incurred'.",,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What is the Change Markup - CM Insurance %?,percentage,0.01,1.2,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer of 1.2% is not the same as the gold answer of 0.01%.,,,,,,,mismatch,1.2%,['c00137']
Contract__9.pdf,Contract__9,What are the Adverse Weather Days Terms & Conditions?,long_text,"8.3.5 Notwithstanding anything to the contrary in any of the Contract Documents, the Contractor acknowledges and agrees that no extension of time shall be granted on account of adverse weather conditions except as provided for in this paragraph. For purposes of this Agreement, ""adverse weather"" is defined as when because of weather conditions: (1) a state emergency or other declaration is made by the Governor of Pennsylvania directing non-essential workers to not report to work; or (2) Work cannot safely progress including, without limitation, winds that exceed the applicable manufacturer’s recommendation or local regulation for the safe use of a hoist, crane or other equipment (3) such weather conditons exist that are are unordinary and that significantly hinder the performance of the Work.  Written notice of adverse weather must be delivered by the Contractor to the Owner within five (5) days following such adverse weather and if the Contractor fails to so deliver written notice of adverse weather to the Owner by such time, the Contractor shall have no right to seek an extension of the Contract Time on account of such adverse weather.","No extension of time shall be granted on account of adverse weather conditions except as provided for in the contract. Adverse weather is defined as conditions where a state emergency or other declaration is made by the Governor of Pennsylvania directing non-essential workers to not report to work, work cannot safely progress due to weather conditions such as winds exceeding manufacturer’s recommendations or local regulations for the safe use of equipment, or unordinary weather conditions that significantly hinder the performance of the work. Written notice of adverse weather must be delivered by the Contractor to the Owner within five days following such adverse weather. Failure to deliver written notice within this timeframe results in no right to seek an extension of the Contract Time on account of such adverse weather.",descriptive_metrics,0.9,,0.9,strong,"The predicted answer captures the essential terms and conditions related to adverse weather days, including the definition of adverse weather, the requirement for written notice, and the consequences of failing to provide notice. Minor details and exact wording differ, but the meaning is preserved.",,,,0.9,0.9,0.9,mismatch,No extension of time shall be granted on account of adverse weather conditions except as provided for in the contract.,"['c00083', 'c00082']"
Contract__9.pdf,Contract__9,How many Adverse Weather Days Included in Contract Agreement?,number,0,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__9.pdf,Contract__9,What are the Schedule Requirements Terms & Conditions?,long_text,Monthly schedule update with Monthly Report,"The Contractor is responsible for preparing and maintaining a Construction Schedule that is approved by the Architect and Owner. This schedule must be updated monthly and should reflect actual conditions. The Contractor must also prepare a submittal schedule coordinated with the Construction Schedule, allowing reasonable time for review by the Architect and Owner. The Contractor must monitor the progress of the Work and promptly inform the Owner of any delays, proposing a Corrective Plan if necessary. The Construction Schedule should be detailed, using a critical path method format, and include key dates and a proposed cash flow schedule. The Owner's acceptance of the schedule does not relieve the Contractor of their responsibility to complete the Work in accordance with the Contract Documents.",descriptive_metrics,0.4,,0.8,partial,The predicted answer includes some relevant information about monthly schedule updates but adds a lot of additional details not present in the gold answer.,,,,0.3,0.4,0.4,mismatch,"The Contractor is responsible for preparing and maintaining a Construction Schedule that is approved by the Architect and Owner. This schedule must be updated monthly and should reflect actual conditions. The Contractor must also prepare a submittal schedule coordinated with the Construction Schedule, allowing reasonable time for review by the Architect and Owner. The Contractor must monitor the progress of the Work and promptly inform the Owner of any delays, proposing a Corrective Plan if necessary. The Construction Schedule should be detailed, using a critical path method format, and include key dates and a proposed cash flow schedule. The Owner's acceptance of the schedule does not relieve the Contractor of their responsibility to complete the Work in accordance with the Contract Documents.","['c00048', 'c00047']"
Contract__9.pdf,Contract__9,What are the Schedule Delay / Time Issues Terms & Conditions?,long_text,"15.1.3.1 - 21 Days to make a claim from first ""recognition"". 8.3.2 Claims relating to time shall be made in accordance with Article 15","The Schedule Delay / Time Issues Terms & Conditions are outlined in several sections of the AIA Document A201® – 2017. Key points include: 1) Excusable Delays: The Contractor may receive extensions for delays caused by factors beyond their control, such as unusual delays in deliveries, adverse weather conditions, or other causes deemed justifiable by the Owner. However, no adjustments will be made unless these delays affect the critical path of the Construction Schedule. 2) Contractor's Responsibilities: The Contractor must prepare and maintain a Construction Schedule, monitor progress, and promptly report any delays. They must also propose a Corrective Plan to address delays not caused by the Owner or Architect. 3) Adverse Weather: Extensions for adverse weather are only granted under specific conditions, such as state emergencies or unsafe working conditions. Written notice must be provided within five days. 4) Claims and Damages: Claims for time extensions must follow Article 15 provisions. The Contractor cannot claim damages for delays unless the Contract Time is extended per Section 8.3.1.1 and 8.3.1.2. The Owner will reimburse reasonable expenses for such delays. 5) Minor Changes: The Owner can order minor changes without extending the Contract Time. 6) Time Definitions: Contract Time includes authorized adjustments, and time limits are essential. The Contractor must achieve Substantial Completion within the Contract Time.",descriptive_metrics,0.3,,0.8,weak,The predicted answer provides some relevant information about time issues and claims but does not specifically address the key points mentioned in the gold answer. It lacks the specific details about the 21-day claim period and the reference to Article 15 for time claims.,,,,0.3,0.3,0.3,mismatch,"The Schedule Delay / Time Issues Terms & Conditions include provisions for excusable delays, contractor responsibilities, adverse weather conditions, claims and damages, minor changes, and time definitions.","['c00082', 'c00048']"
Contract__9.pdf,Contract__9,What are the Schedule Acceleration Directed by Owner Terms & Conditions?,long_text,"No mention of acceleration, other than mention of the corrective plan in 3.10.4","In the event that the performance of any element of the Work on the critical path of construction has not progressed or reached the level of completion required by the Construction Schedule, and the progress of the Work is not brought back into compliance with the Construction Schedule on the date proposed by the Corrective Plan, or the Contractor otherwise fails to comply with the Corrective Plan, the Owner shall have the right to order the Contractor to take corrective measures to expedite the progress of the Work. These measures, referred to as 'Extraordinary Measures,' may include working additional shifts or overtime, supplying additional manpower, equipment, and facilities, and other similar measures. Such Extraordinary Measures shall continue until the progress of the Work complies with the stage of completion required by the Contract Documents. The Contractor shall not be entitled to an adjustment in the Contract Sum in connection with Extraordinary Measures required by the Owner. The Owner may exercise these rights as frequently as necessary to ensure the Contractor's performance of the Work.",descriptive_metrics,0.4,,0.7,partial,"The predicted answer provides detailed terms and conditions related to schedule acceleration directed by the owner, which is not mentioned in the gold answer. The gold answer states there is no mention of acceleration other than the corrective plan in 3.10.4, while the predicted answer contradicts this by providing specific measures.",,,,0.3,0.4,0.4,mismatch,Owner can order corrective measures like additional shifts or overtime if the Contractor fails to meet the Construction Schedule.,"['c00049', 'c00048']"
Contract__9.pdf,Contract__9,What are the Schedule Definitions of Days (Work / Calendar / Holidays / Etc.)?,text,Calendar,The term 'day' as used in the Contract Documents shall mean calendar day unless otherwise specifically defined.,descriptive_metrics,0.5,,0.8,partial,"The predicted answer provides a definition that includes 'calendar day,' which aligns with the gold answer, but it includes additional context not present in the gold answer.",,,,0.5,0.5,0.5,mismatch,The term 'day' as used in the Contract Documents shall mean calendar day unless otherwise specifically defined.,"['c00080', 'c00008']"
